Date,Price,Open,High,Low,Change %,SMA_10,EMA_10,RSI_14,MACD,MACD_Signal,MACD_Diff
1990-01-02,0.41520258099273305,0.3947838895499168,0.43060162257734547,0.37849504619330465,1.78,0.4239591522828242,0.42523084302432496,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-03,0.4123864933254935,0.414490729884445,0.43343712617582936,0.3968719407123204,-0.25,0.4225188182154136,0.4247055076909749,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-04,0.4026866358050015,0.41167546697951246,0.4277661189788615,0.38129830128942566,-0.86,0.4187312730751857,0.4224661995023519,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-05,0.3917351837657365,0.4019784503069668,0.41799938436186135,0.37662620946255726,-0.98,0.4140368509295513,0.41859106751630937,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-08,0.3967415618408291,0.39103020567667335,0.41327354503105485,0.3738229543664362,0.45,0.41224443520121806,0.41635443446378584,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-09,0.383599819393711,0.3960351175076646,0.41327354503105485,0.37101969927031514,-1.19,0.4088089717219127,0.41207289707730016,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-10,0.3764031509107654,0.3828972239513125,0.3987809710832481,0.3545116414820467,-0.66,0.40530339674302984,0.4072272974041396,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-11,0.38015793446708485,0.3757026631942625,0.4003562508601836,0.3638558251357836,0.35,0.40315432686467123,0.4039631629645054,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-12,0.35324865231346214,0.379456347067506,0.39531535557399,0.3395609476360678,-2.47,0.39842434091490303,0.3962726365507739,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-15,0.3441745920523568,0.35255494597592774,0.3682205434106992,0.33052823677078885,-0.85,0.3937121368672018,0.388287640481573,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-16,0.3560647399807017,0.343483543282256,0.3710560470091831,0.3205611075401362,1.13,0.38766273378407734,0.38397254439808814,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-17,0.34542618657112995,0.3553702088808603,0.3748367184738283,0.3295938184054152,-1.0,0.380813145107947,0.37845741109066244,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-18,0.34792937560867626,0.3447347712400038,0.36349470407989265,0.32242994427088356,0.24,0.3752118459569058,0.3744119940344332,19.569182634247603,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-19,0.3507454632759158,0.34723722715549943,0.3701108791430218,0.33551180138611514,0.27,0.371018873449555,0.3716274426854137,25.71943245383477,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-22,0.3235232824925998,0.35005249006043204,0.3685355993660863,0.3109054510979415,-2.57,0.3635291362990199,0.3642709318441363,18.58384240621207,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-23,0.3272780660489193,0.3228382819794169,0.3458515705782149,0.30592188648261515,0.36,0.3577678000293776,0.35895241553967905,21.806298146014925,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-24,0.3232103838629065,0.3265919658526603,0.3423859550689568,0.2919056110020099,-0.39,0.3523265379969375,0.3538420844959407,20.84379969434346,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-25,0.31006864141578844,0.3225254749899799,0.3442762908012794,0.29533181167504674,-1.27,0.3451568750836048,0.34720933966209755,18.0689379927758,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-26,0.3091299455267086,0.30938758143362777,0.33261922045195663,0.28318437292518883,-0.09,0.34064382833905166,0.3416074366566243,17.88577870227492,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-29,0.3072525537485489,0.3084491604653169,0.3285234930319243,0.28443026407902045,-0.18,0.3368669523400639,0.3366738379147615,17.50362419649123,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-30,0.30036878389529653,0.30657231852869515,0.3234825977457307,0.27820080830986255,-0.68,0.331169630917862,0.33135310408888696,16.141747482033665,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-01-31,0.3194556003065871,0.2996905647610821,0.33419450022889213,0.2881679375405152,1.89,0.32851301474908245,0.3305603825614322,31.951356324329907,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-02-01,0.31851690441750724,0.3187717911167364,0.33671494787198897,0.30311863138649414,-0.09,0.32550431691938037,0.329736680443004,31.635473682558285,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-02-02,0.3250877756410663,0.31783337014842555,0.3436461788905052,0.3040530497518678,0.64,0.32287970817432105,0.33028852479059156,36.37715407982002,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-02-05,0.32821676193799915,0.32440231692660165,0.3439612348458923,0.3112169238863994,0.3,0.3233598195301246,0.3313237397281983,38.56240379743461,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-02-06,0.3213329920847468,0.3275303868209712,0.343016066979731,0.3043645225403257,-0.66,0.32275167847944014,0.33088658073098065,35.66050146649596,-0.19028774034136828,-0.1353554509480441,0.10821592681829047
1990-02-07,0.3341618359021716,0.32064863305335817,0.349002130132086,0.29938095792499936,1.24,0.32387193830964833,0.33292209948417456,44.10269699796551,-0.16786769347788028,-0.1353554509480441,0.10821592681829047
1990-02-08,0.3316586468646253,0.3334737196202734,0.3562484171059893,0.3162004885017257,-0.24,0.3260804505463446,0.3341205591778505,42.91932461964438,-0.15037337241802198,-0.1353554509480441,0.10821592681829047
1990-02-09,0.333536038642785,0.33097126370477775,0.35152257777518275,0.3174463796555573,0.18,0.32857702959652296,0.3354513406646067,44.13014513123584,-0.13322147060578338,-0.1353554509480441,0.10821592681829047
1990-02-12,0.32258458660351996,0.3328481056413995,0.34837201822131175,0.3099710327325678,-1.05,0.3301453933588145,0.334497191140238,38.94096387462776,-0.12741627052371668,-0.1353554509480441,0.10821592681829047
1990-02-13,0.3254006742707595,0.321899861011106,0.3420708991135697,0.30343010417495203,0.27,0.3327059872564333,0.3342418586809228,40.86651952609451,-0.11888781708299248,-0.1353554509480441,0.10821592681829047
1990-02-14,0.3285296605676924,0.32471512391603863,0.3471117943997633,0.31183986946331516,0.3,0.33363420254432014,0.3346166562310639,43.016800131505576,-0.10805751285625066,-0.1353554509480441,0.10821592681829047
1990-02-15,0.33760372082879775,0.32784319381040816,0.35341291350750537,0.3149545973478941,0.87,0.3355866553912545,0.336616055957327,48.82813165288291,-0.09050386303496083,-0.1353554509480441,0.10821592681829047
1990-02-16,0.3307199509755454,0.3369145965040799,0.3546731373290538,0.3174463796555573,-0.66,0.3361627890182187,0.3369677754235555,45.072764681485154,-0.081420018421542,-0.1353554509480441,0.10821592681829047
1990-02-20,0.3160137153799609,0.3300328427364669,0.3455365146228278,0.2984465395596257,-1.41,0.3349144994931295,0.3345121280439859,38.29635603421815,-0.08571153267192425,-0.1271661153941356,0.07737603200102493
1990-02-21,0.31507501949088107,0.3153309142329299,0.33135899663040824,0.29284002936738357,-0.09,0.3342743510187248,0.33232785022837275,37.90462705721574,-0.08875413502922411,-0.12128667666359536,0.05533615157839971
1990-02-22,0.30881704689701533,0.31439249326461904,0.3401805633812471,0.29657770282887835,-0.61,0.3316817496973858,0.3293733019818915,35.311421900736775,-0.09529601898870599,-0.1180280533696046,0.030329641223926798
1990-02-23,0.3038106688219227,0.3081363534758799,0.32474282156727907,0.2853646824443941,-0.49,0.3288330889862848,0.32602201484416843,33.345968914749946,-0.10344320163955543,-0.11722065009143898,0.006941325567665849
1990-02-26,0.31820400578781394,0.30313144164488864,0.33293427640734374,0.2912826654250941,1.42,0.3272647252239933,0.3259650998999211,43.1441438699728,-0.09629809060405674,-0.11499656300582287,0.020458614044364477
1990-02-27,0.3232103838629065,0.31752056315898863,0.343016066979731,0.30529894090569937,0.49,0.32732874007143375,0.32685246260886597,46.111448373329125,-0.08521640595342178,-0.11076964475358607,0.03956862751875828
1990-02-28,0.32821676193799915,0.3225254749899799,0.34805696226592464,0.3105939783094836,0.48,0.3276168068849159,0.32851241612496834,48.97905824164562,-0.07117679821002824,-0.10428713524655352,0.06109035136161279
1990-03-01,0.3307199509755454,0.3275303868209712,0.3508924658644086,0.31339723340560466,0.24,0.32784085885095754,0.33033752465162586,50.40026606554307,-0.05710322952261369,-0.09599265166891008,0.07837930186414124
1990-03-02,0.33948111260695746,0.3300328427364669,0.3543580813736667,0.31838079802093094,0.84,0.32803290339327895,0.3334651718569897,55.11309334998393,-0.03785467421036184,-0.08510557230953773,0.10311655438357926
