Date,Price,Open,High,Low,Vol.,Change %
2004-02-04,"8,538.12","8,630.87","8,661.06","8,534.13",162.85M,-1.42%
2004-02-05,"8,548.41","8,558.93","8,579.68","8,537.86",124.32M,0.12%
2004-02-06,"8,638.61","8,578.20","8,648.45","8,548.41",132.77M,1.06%
2004-02-09,"8,695.20","8,675.82","8,703.25","8,638.56",119.75M,0.66%
2004-02-10,"8,751.51","8,694.13","8,755.74","8,688.68",136.69M,0.65%
2004-02-11,"8,767.73","8,754.34","8,799.03","8,748.86",166.99M,0.19%
2004-02-12,"8,725.04","8,774.59","8,786.72","8,723.14",145.17M,-0.49%
2004-02-13,"8,694.46","8,734.93","8,749.42","8,677.88",121.61M,-0.35%
2004-02-16,"8,747.51","8,707.42","8,747.55","8,694.46",47.09M,0.61%
2004-02-17,"8,767.10","8,771.51","8,781.13","8,747.51",140.66M,0.22%
2004-02-18,"8,717.83","8,774.45","8,783.63","8,715.34",153.06M,-0.56%
2004-02-19,"8,699.09","8,739.18","8,755.57","8,698.60",134.03M,-0.21%
2004-02-20,"8,641.93","8,714.69","8,721.25","8,629.47",127.80M,-0.66%
2004-02-23,"8,609.62","8,654.48","8,661.26","8,603.41",101.21M,-0.37%
2004-02-24,"8,604.99","8,595.36","8,614.79","8,564.52",166.23M,-0.05%
2004-02-25,"8,637.32","8,592.93","8,649.08","8,592.93",115.61M,0.38%
2004-02-26,"8,737.84","8,661.97","8,747.22","8,637.32",119.34M,1.16%
2004-02-27,"8,788.49","8,753.09","8,808.79","8,737.84",127.82M,0.58%
2004-03-01,"8,874.67","8,840.60","8,885.61","8,788.49",130.09M,0.98%
2004-03-02,"8,808.00","8,877.22","8,882.15","8,808.00",129.59M,-0.75%
2004-03-03,"8,795.69","8,801.49","8,811.61","8,763.99",120.82M,-0.14%
2004-03-04,"8,773.27","8,827.35","8,827.82","8,773.27",121.72M,-0.25%
2004-03-05,"8,845.04","8,753.69","8,845.04","8,737.59",117.84M,0.82%
2004-03-08,"8,801.21","8,848.60","8,870.41","8,790.50",117.55M,-0.50%
2004-03-09,"8,750.31","8,802.86","8,811.52","8,730.32",136.93M,-0.58%
2004-03-10,"8,585.42","8,735.53","8,750.53","8,584.75",162.30M,-1.88%
2004-03-11,"8,503.88","8,492.26","8,585.42","8,454.59",246.71M,-0.95%
2004-03-12,"8,592.04","8,530.70","8,593.35","8,503.77",120.30M,1.04%
2004-03-15,"8,434.41","8,562.09","8,592.04","8,421.58",192.80M,-1.83%
2004-03-16,"8,503.27","8,443.49","8,503.71","8,434.08",183.23M,0.82%
2004-03-17,"8,601.72","8,547.97","8,606.71","8,503.27",173.28M,1.16%
2004-03-18,"8,555.90","8,576.71","8,601.99","8,551.98",170.08M,-0.53%
2004-03-19,"8,583.81","8,565.73","8,608.75","8,549.27",205.01M,0.33%
2004-03-22,"8,478.48","8,534.81","8,583.81","8,456.54",119.25M,-1.23%
2004-03-23,"8,474.52","8,507.56","8,518.68","8,433.16",123.06M,-0.05%
2004-03-24,"8,420.85","8,480.07","8,486.11","8,415.95",109.58M,-0.63%
2004-03-25,"8,513.91","8,451.06","8,513.91","8,420.85",141.28M,1.11%
2004-03-26,"8,509.56","8,512.68","8,536.94","8,500.36",119.63M,-0.05%
2004-03-29,"8,555.23","8,532.96","8,566.50","8,509.56",104.62M,0.54%
2004-03-30,"8,622.24","8,551.26","8,642.90","8,524.96",120.88M,0.78%
2004-03-31,"8,585.93","8,660.90","8,674.94","8,581.96",219.32M,-0.42%
2004-04-01,"8,652.08","8,632.13","8,671.52","8,585.93",164.86M,0.77%
2004-04-02,"8,798.75","8,714.93","8,807.45","8,652.08",161.12M,1.70%
2004-04-05,"8,858.49","8,775.65","8,881.73","8,773.02",154.81M,0.68%
2004-04-06,"8,832.71","8,813.03","8,864.39","8,805.13",111.96M,-0.29%
2004-04-07,"8,807.59","8,839.44","8,842.25","8,807.02",132.20M,-0.28%
2004-04-08,"8,833.48","8,866.93","8,875.21","8,807.59",91.61M,0.29%
2004-04-12,"8,898.77","8,844.78","8,911.92","8,833.48",68.67M,0.74%
2004-04-13,"8,763.58","8,920.76","8,917.64","8,736.41",132.95M,-1.52%
2004-04-14,"8,640.12","8,706.29","8,763.58","8,610.72",166.40M,-1.41%
2004-04-15,"8,637.17","8,672.30","8,697.53","8,606.48",119.03M,-0.03%
2004-04-16,"8,695.35","8,672.29","8,697.74","8,637.17",115.51M,0.67%
2004-04-19,"8,702.82","8,706.11","8,715.43","8,655.48",95.28M,0.09%
2004-04-20,"8,602.98","8,719.44","8,719.44","8,572.37",128.40M,-1.15%
2004-04-21,"8,573.05","8,602.14","8,611.04","8,537.50",176.04M,-0.35%
2004-04-22,"8,679.98","8,582.32","8,689.79","8,573.05",148.25M,1.25%
2004-04-23,"8,667.87","8,728.48","8,726.83","8,659.05",128.95M,-0.14%
2004-04-26,"8,616.15","8,687.61","8,723.77","8,616.15",116.47M,-0.60%
2004-04-27,"8,535.02","8,632.92","8,647.55","8,535.02",127.95M,-0.94%
2004-04-28,"8,234.85","8,399.44","8,535.02","8,234.85",303.46M,-3.52%
2004-04-29,"8,231.93","8,274.76","8,328.82","8,220.97",198.54M,-0.04%
2004-04-30,"8,243.97","8,292.01","8,300.30","8,217.72",159.70M,0.15%
2004-05-03,"8,257.60","8,283.77","8,305.78","8,243.90",134.00M,0.17%
2004-05-04,"8,455.85","8,306.71","8,455.85","8,257.60",194.40M,2.40%
2004-05-05,"8,457.30","8,480.68","8,481.35","8,445.90",152.43M,0.02%
2004-05-06,"8,427.69","8,452.51","8,460.56","8,375.96",155.43M,-0.35%
2004-05-07,"8,274.79","8,376.42","8,427.69","8,267.54",139.19M,-1.81%
2004-05-10,"8,129.49","8,219.02","8,274.79","8,129.03",131.04M,-1.76%
2004-05-11,"8,205.06","8,176.06","8,222.03","8,129.49",123.25M,0.93%
2004-05-12,"8,187.67","8,222.55","8,222.57","8,112.84",114.62M,-0.21%
2004-05-13,"8,176.61","8,186.88","8,230.85","8,176.61",95.95M,-0.14%
2004-05-14,"8,188.08","8,161.83","8,195.56","8,147.80",108.66M,0.14%
2004-05-17,"8,123.50","8,147.94","8,188.08","8,098.06",116.97M,-0.79%
2004-05-18,"8,162.69","8,162.01","8,175.46","8,114.95",140.35M,0.48%
2004-05-19,"8,196.79","8,228.47","8,278.27","8,162.69",143.36M,0.42%
2004-05-20,"8,147.85","8,205.96","8,226.99","8,142.06",119.77M,-0.60%
2004-05-21,"8,210.48","8,173.10","8,215.15","8,147.42",84.68M,0.77%
2004-05-25,"8,354.22","8,255.03","8,364.95","8,210.48",121.15M,1.75%
2004-05-26,"8,318.98","8,367.87","8,379.77","8,318.72",115.00M,-0.42%
2004-05-27,"8,343.60","8,326.15","8,355.91","8,300.37",185.72M,0.30%
2004-05-28,"8,347.08","8,354.16","8,372.90","8,328.04",180.38M,0.04%
2004-05-31,"8,417.32","8,369.17","8,421.25","8,347.08",38.67M,0.84%
2004-06-01,"8,418.38","8,390.18","8,420.40","8,374.54",134.59M,0.01%
2004-06-02,"8,374.83","8,419.13","8,420.22","8,350.94",162.81M,-0.52%
2004-06-03,"8,329.12","8,373.13","8,399.66","8,322.22",138.51M,-0.55%
2004-06-04,"8,348.74","8,352.00","8,366.99","8,329.12",121.06M,0.24%
2004-06-07,"8,412.75","8,386.56","8,418.78","8,348.74",118.44M,0.77%
2004-06-08,"8,412.00","8,400.54","8,412.75","8,389.05",124.08M,-0.01%
2004-06-09,"8,317.12","8,399.59","8,412.00","8,315.49",125.52M,-1.13%
2004-06-10,"8,345.49","8,327.96","8,363.33","8,317.12",105.24M,0.34%
2004-06-11,"8,366.63","8,341.65","8,366.63","8,338.93",27.42M,0.25%
2004-06-14,"8,292.31","8,327.35","8,366.63","8,274.87",81.59M,-0.89%
2004-06-15,"8,390.24","8,321.89","8,398.91","8,292.31",111.95M,1.18%
2004-06-16,"8,427.87","8,391.26","8,433.29","8,390.24",141.43M,0.45%
2004-06-17,"8,497.56","8,442.53","8,498.09","8,427.87",139.34M,0.83%
2004-06-18,"8,468.01","8,513.88","8,556.37","8,468.01",178.35M,-0.35%
2004-06-21,"8,472.18","8,523.85","8,530.03","8,464.12",89.65M,0.05%
2004-06-22,"8,517.86","8,466.58","8,517.86","8,463.71",102.07M,0.54%
2004-06-23,"8,575.41","8,534.84","8,578.06","8,517.86",133.19M,0.68%
2004-06-24,"8,530.77","8,569.30","8,575.41","8,523.14",114.67M,-0.52%
2004-06-25,"8,497.77","8,527.94","8,562.67","8,497.77",87.43M,-0.39%
2004-06-28,"8,468.87","8,534.47","8,535.98","8,461.60",80.06M,-0.34%
2004-06-29,"8,498.52","8,458.14","8,498.52","8,450.81",105.77M,0.35%
2004-06-30,"8,545.58","8,527.58","8,551.48","8,498.52",124.18M,0.55%
2004-07-02,"8,487.31","8,497.97","8,545.58","8,445.65",68.92M,-0.68%
2004-07-05,"8,486.00","8,483.35","8,532.00","8,463.67",40.46M,-0.02%
2004-07-06,"8,484.74","8,485.43","8,486.00","8,447.20",114.45M,-0.01%
2004-07-07,"8,481.94","8,471.64","8,501.45","8,471.76",138.60M,-0.03%
2004-07-08,"8,420.38","8,468.85","8,481.94","8,416.76",134.68M,-0.73%
2004-07-09,"8,473.18","8,446.79","8,477.38","8,420.38",97.33M,0.63%
2004-07-12,"8,422.23","8,473.59","8,477.35","8,411.51",81.67M,-0.60%
2004-07-13,"8,452.60","8,426.85","8,461.66","8,419.50",147.18M,0.36%
2004-07-14,"8,458.28","8,439.91","8,487.19","8,432.97",109.17M,0.07%
2004-07-15,"8,397.31","8,486.17","8,488.87","8,394.42",126.08M,-0.72%
2004-07-16,"8,350.46","8,433.35","8,444.60","8,319.33",129.96M,-0.56%
2004-07-19,"8,414.80","8,364.58","8,414.80","8,350.46",96.23M,0.77%
2004-07-20,"8,418.54","8,414.32","8,435.41","8,383.42",101.71M,0.04%
2004-07-21,"8,454.15","8,446.61","8,510.60","8,418.54",123.17M,0.42%
2004-07-22,"8,398.05","8,438.12","8,454.15","8,369.14",127.32M,-0.66%
2004-07-23,"8,383.31","8,389.99","8,413.53","8,376.60",90.13M,-0.18%
2004-07-26,"8,314.55","8,393.19","8,422.05","8,290.61",91.24M,-0.82%
2004-07-27,"8,294.37","8,283.59","8,314.55","8,242.82",158.31M,-0.24%
2004-07-28,"8,356.32","8,313.21","8,356.32","8,294.37",112.95M,0.75%
2004-07-29,"8,443.19","8,379.52","8,453.94","8,356.32",104.90M,1.04%
2004-07-30,"8,458.07","8,443.09","8,493.09","8,431.08",73.72M,0.18%
2004-08-03,"8,464.14","8,503.80","8,503.39","8,453.29",93.69M,0.07%
2004-08-04,"8,362.96","8,451.76","8,464.14","8,362.96",99.93M,-1.20%
2004-08-05,"8,267.88","8,390.63","8,391.18","8,260.70",136.57M,-1.14%
2004-08-06,"8,176.68","8,248.10","8,267.88","8,157.31",109.85M,-1.10%
2004-08-09,"8,183.44","8,218.18","8,223.40","8,176.68",82.25M,0.08%
2004-08-10,"8,231.26","8,203.36","8,234.04","8,183.44",116.56M,0.58%
2004-08-11,"8,168.24","8,195.15","8,231.26","8,156.91",127.71M,-0.77%
2004-08-12,"8,132.34","8,159.46","8,171.58","8,121.64",100.64M,-0.44%
2004-08-13,"8,172.63","8,143.18","8,172.63","8,116.15",81.13M,0.50%
2004-08-16,"8,241.49","8,160.41","8,241.49","8,160.23",98.64M,0.84%
2004-08-17,"8,232.18","8,235.13","8,247.40","8,220.89",113.62M,-0.11%
2004-08-18,"8,222.99","8,209.79","8,266.48","8,197.95",122.73M,-0.11%
2004-08-19,"8,293.94","8,239.94","8,301.40","8,220.94",147.14M,0.86%
2004-08-20,"8,335.62","8,318.36","8,361.14","8,293.37",114.52M,0.50%
2004-08-23,"8,315.47","8,355.92","8,360.10","8,309.34",75.72M,-0.24%
2004-08-24,"8,316.40","8,344.99","8,351.91","8,310.41",97.18M,0.01%
2004-08-25,"8,371.37","8,307.33","8,374.31","8,278.03",105.39M,0.66%
2004-08-26,"8,331.34","8,349.97","8,371.37","8,325.40",99.25M,-0.48%
2004-08-27,"8,334.29","8,346.55","8,365.83","8,320.73",73.28M,0.04%
2004-08-30,"8,309.04","8,350.20","8,346.71","8,309.04",69.35M,-0.30%
2004-08-31,"8,377.03","8,323.68","8,377.03","8,309.04",87.96M,0.82%
2004-09-01,"8,410.12","8,356.07","8,410.12","8,342.65",99.66M,0.40%
2004-09-02,"8,388.86","8,394.43","8,410.96","8,360.35",75.75M,-0.25%
2004-09-03,"8,344.42","8,355.39","8,388.86","8,320.09",87.99M,-0.53%
2004-09-07,"8,369.37","8,339.71","8,369.56","8,331.18",82.70M,0.30%
2004-09-08,"8,354.80","8,335.61","8,369.37","8,330.23",98.61M,-0.17%
2004-09-09,"8,394.03","8,342.03","8,394.03","8,324.59",99.13M,0.47%
2004-09-10,"8,368.62","8,385.14","8,395.88","8,361.07",98.08M,-0.30%
2004-09-13,"8,513.42","8,393.67","8,524.32","8,368.62",122.60M,1.73%
2004-09-14,"8,492.59","8,487.78","8,513.42","8,475.19",100.08M,-0.24%
2004-09-15,"8,467.03","8,483.82","8,502.46","8,463.62",134.30M,-0.30%
2004-09-16,"8,493.38","8,452.08","8,498.74","8,450.45",124.67M,0.31%
2004-09-17,"8,529.89","8,505.61","8,543.93","8,493.38",170.63M,0.43%
2004-09-20,"8,539.82","8,535.98","8,579.60","8,529.11",111.03M,0.12%
2004-09-21,"8,642.93","8,571.30","8,650.80","8,539.82",110.97M,1.21%
2004-09-22,"8,586.09","8,635.29","8,643.13","8,582.61",132.09M,-0.66%
2004-09-23,"8,591.65","8,588.95","8,597.19","8,568.52",114.34M,0.06%
2004-09-24,"8,588.40","8,567.00","8,591.83","8,558.73",119.97M,-0.04%
2004-09-27,"8,497.96","8,565.33","8,588.40","8,497.96",107.33M,-1.05%
2004-09-28,"8,617.21","8,522.72","8,621.80","8,497.96",141.13M,1.40%
2004-09-29,"8,634.11","8,600.51","8,634.69","8,591.90",142.92M,0.20%
2004-09-30,"8,668.29","8,628.22","8,672.04","8,629.89",158.38M,0.40%
2004-10-01,"8,747.09","8,665.13","8,755.37","8,663.35",128.11M,0.91%
2004-10-04,"8,812.91","8,764.88","8,821.35","8,747.09",119.38M,0.75%
2004-10-05,"8,797.05","8,802.85","8,830.44","8,778.82",127.01M,-0.18%
2004-10-06,"8,871.93","8,812.37","8,871.93","8,797.05",118.86M,0.85%
2004-10-07,"8,825.38","8,881.63","8,899.99","8,817.93",143.40M,-0.52%
2004-10-08,"8,814.89","8,821.27","8,863.36","8,807.83",131.46M,-0.12%
2004-10-12,"8,785.86","8,777.11","8,814.93","8,769.07",102.11M,-0.33%
2004-10-13,"8,729.64","8,792.50","8,794.30","8,722.21",146.99M,-0.64%
2004-10-14,"8,745.64","8,737.52","8,785.77","8,729.49",120.17M,0.18%
2004-10-15,"8,788.93","8,746.75","8,791.53","8,732.57",133.12M,0.49%
2004-10-18,"8,788.90","8,801.72","8,856.83","8,786.19",133.90M,0.00%
2004-10-19,"8,720.53","8,821.05","8,828.09","8,720.53",121.75M,-0.78%
2004-10-20,"8,788.11","8,724.88","8,788.11","8,717.31",137.80M,0.77%
2004-10-21,"8,846.65","8,827.60","8,859.40","8,788.11",132.83M,0.67%
2004-10-22,"8,780.80","8,845.30","8,862.44","8,780.80",107.73M,-0.74%
2004-10-25,"8,749.16","8,788.35","8,809.19","8,720.44",114.57M,-0.36%
2004-10-26,"8,818.18","8,762.10","8,824.94","8,749.16",116.44M,0.79%
2004-10-27,"8,791.00","8,792.00","8,821.10","8,791.00",143.75M,-0.31%
2004-10-28,"8,781.04","8,780.77","8,803.88","8,747.36",129.10M,-0.11%
2004-10-29,"8,870.97","8,808.52","8,874.32","8,781.04",114.69M,1.02%
2004-11-01,"8,858.23","8,877.71","8,880.53","8,829.92",91.28M,-0.14%
2004-11-02,"8,870.94","8,834.47","8,887.49","8,830.97",117.61M,0.14%
2004-11-03,"8,841.35","8,908.28","8,939.77","8,835.28",140.53M,-0.33%
2004-11-04,"8,866.61","8,853.10","8,878.34","8,821.36",141.28M,0.29%
2004-11-05,"8,868.74","8,889.75","8,891.80","8,851.23",127.24M,0.02%
2004-11-08,"8,825.73","8,863.13","8,868.74","8,815.30",104.83M,-0.48%
2004-11-09,"8,845.16","8,804.51","8,845.76","8,795.47",122.09M,0.22%
2004-11-10,"8,841.67","8,849.36","8,860.30","8,814.34",137.19M,-0.04%
2004-11-11,"8,886.17","8,844.48","8,894.87","8,836.96",106.21M,0.50%
2004-11-12,"8,896.37","8,892.35","8,929.36","8,882.68",172.32M,0.11%
2004-11-15,"8,937.22","8,906.76","8,954.88","8,896.37",149.19M,0.46%
2004-11-16,"8,952.00","8,934.39","8,952.00","8,916.06",131.23M,0.17%
2004-11-17,"8,987.60","8,966.43","9,010.29","8,952.00",180.37M,0.40%
2004-11-18,"8,971.54","8,991.31","9,004.18","8,970.67",137.19M,-0.18%
2004-11-19,"8,959.40","8,951.53","8,994.14","8,954.44",113.44M,-0.14%
2004-11-22,"8,991.48","8,945.55","9,000.26","8,934.67",99.42M,0.36%
2004-11-23,"8,995.19","8,982.89","9,012.69","8,979.63",113.43M,0.04%
2004-11-24,"8,976.09","8,991.13","9,000.32","8,956.51",123.21M,-0.21%
2004-11-25,"9,025.90","8,988.77","9,029.71","8,976.09",46.87M,0.55%
2004-11-26,"9,057.97","9,012.04","9,059.29","9,011.83",76.35M,0.36%
2004-11-29,"9,056.41","9,053.72","9,078.67","9,034.96",103.87M,-0.02%
2004-11-30,"9,030.05","9,041.77","9,062.21","9,028.79",142.89M,-0.29%
2004-12-01,"9,064.47","9,037.75","9,074.49","9,030.05",194.47M,0.38%
2004-12-02,"9,038.49","9,067.91","9,067.91","9,020.96",169.02M,-0.29%
2004-12-03,"9,055.66","9,028.97","9,063.09","9,017.02",132.41M,0.19%
2004-12-06,"9,060.70","9,049.44","9,079.06","9,031.87",146.61M,0.06%
2004-12-07,"8,990.95","9,060.79","9,067.54","8,990.95",135.12M,-0.77%
2004-12-08,"9,003.74","8,978.74","9,010.26","8,970.76",146.22M,0.14%
2004-12-09,"9,013.55","9,014.87","9,018.19","8,983.45",116.94M,0.11%
2004-12-10,"8,965.27","9,019.35","9,037.62","8,965.27",112.32M,-0.54%
2004-12-13,"9,032.77","8,982.81","9,045.60","8,965.27",174.66M,0.75%
2004-12-14,"9,086.36","9,038.01","9,097.24","9,032.77",159.60M,0.59%
2004-12-15,"9,106.16","9,083.20","9,119.59","9,068.76",151.03M,0.22%
2004-12-16,"9,116.64","9,108.06","9,148.21","9,106.16",178.46M,0.12%
2004-12-17,"9,122.62","9,119.64","9,137.52","9,106.80",185.89M,0.07%
2004-12-21,"9,237.48","9,186.67","9,253.66","9,176.40",111.84M,1.26%
2004-12-22,"9,251.17","9,222.39","9,259.73","9,216.25",91.54M,0.15%
2004-12-23,"9,235.18","9,247.90","9,273.66","9,233.97",77.86M,-0.17%
2004-12-24,"9,287.40","9,256.25","9,287.40","9,235.18",16.33M,0.57%
2004-12-29,"9,229.08","9,236.92","9,286.46","9,224.49",74.23M,-0.63%
2004-12-30,"9,264.40","9,232.42","9,264.40","9,201.44",44.26M,0.38%
2004-12-31,"9,246.65","9,264.97","9,275.60","9,246.65",35.52M,-0.19%
2005-01-04,"9,142.98","9,190.12","9,246.84","9,142.98",115.00M,-1.12%
2005-01-05,"9,021.05","9,118.65","9,142.98","9,021.05",119.53M,-1.33%
2005-01-06,"9,064.26","9,038.05","9,072.92","9,021.05",131.76M,0.48%
2005-01-07,"9,006.22","9,084.01","9,082.39","8,952.79",139.91M,-0.64%
2005-01-10,"9,026.83","9,017.79","9,038.38","9,006.22",130.34M,0.23%
2005-01-11,"9,020.69","9,034.49","9,034.68","9,005.48",127.55M,-0.07%
2005-01-12,"9,022.71","9,025.43","9,028.99","8,959.87",131.45M,0.02%
2005-01-13,"9,009.14","9,019.43","9,029.10","8,985.42",144.21M,-0.15%
2005-01-14,"9,057.16","9,026.81","9,079.90","9,009.14",115.23M,0.53%
2005-01-17,"9,063.84","9,053.24","9,074.94","9,042.18",51.12M,0.07%
2005-01-18,"9,134.77","9,075.45","9,138.56","9,061.47",160.58M,0.78%
2005-01-19,"9,120.35","9,134.24","9,151.05","9,114.71",117.96M,-0.16%
2005-01-20,"9,088.98","9,089.71","9,120.35","9,059.35",95.70M,-0.34%
2005-01-21,"9,086.83","9,111.14","9,117.48","9,086.83",109.86M,-0.02%
2005-01-24,"9,078.20","9,100.46","9,111.44","9,059.40",89.64M,-0.09%
2005-01-25,"9,125.10","9,105.54","9,145.23","9,078.20",122.63M,0.52%
2005-01-26,"9,162.36","9,137.56","9,185.32","9,125.10",118.96M,0.41%
2005-01-27,"9,174.41","9,167.60","9,185.25","9,153.51",132.26M,0.13%
2005-01-28,"9,141.78","9,173.36","9,184.93","9,139.95",111.50M,-0.36%
2005-01-31,"9,204.05","9,134.53","9,204.05","9,102.47",119.85M,0.68%
2005-02-01,"9,270.13","9,211.52","9,271.62","9,204.05",135.30M,0.72%
2005-02-02,"9,303.94","9,278.44","9,312.87","9,269.40",129.20M,0.36%
2005-02-03,"9,303.71","9,289.89","9,304.19","9,271.98",125.44M,0.00%
2005-02-04,"9,358.28","9,296.60","9,358.28","9,295.49",122.51M,0.59%
2005-02-07,"9,371.89","9,380.44","9,399.99","9,358.28",99.22M,0.15%
2005-02-08,"9,392.68","9,384.19","9,392.68","9,353.13",133.07M,0.22%
2005-02-09,"9,402.63","9,366.48","9,402.63","9,362.77",130.49M,0.11%
2005-02-10,"9,496.36","9,426.77","9,509.69","9,402.63",159.67M,1.00%
2005-02-11,"9,558.50","9,491.38","9,573.66","9,479.29",126.03M,0.65%
2005-02-14,"9,585.22","9,564.72","9,585.22","9,544.51",101.76M,0.28%
2005-02-15,"9,570.03","9,568.39","9,612.54","9,558.89",117.95M,-0.16%
2005-02-16,"9,639.59","9,564.82","9,661.73","9,561.31",127.77M,0.73%
2005-02-17,"9,619.26","9,646.17","9,652.71","9,609.65",143.47M,-0.21%
2005-02-18,"9,658.75","9,612.76","9,663.37","9,608.15",111.25M,0.41%
2005-02-21,"9,682.31","9,658.47","9,682.31","9,639.26",31.84M,0.24%
2005-02-22,"9,640.47","9,685.03","9,729.91","9,631.95",148.45M,-0.43%
2005-02-23,"9,675.69","9,653.65","9,693.11","9,633.89",109.97M,0.37%
2005-02-24,"9,657.74","9,679.34","9,687.06","9,622.17",146.70M,-0.19%
2005-02-25,"9,741.37","9,701.33","9,774.62","9,657.74",141.41M,0.87%
2005-02-28,"9,668.32","9,764.10","9,770.88","9,668.32",136.73M,-0.75%
2005-03-01,"9,728.03","9,701.24","9,757.03","9,668.32",167.93M,0.62%
2005-03-02,"9,800.07","9,709.70","9,810.86","9,703.67",158.43M,0.74%
2005-03-03,"9,859.53","9,825.17","9,890.56","9,800.07",142.19M,0.61%
2005-03-04,"9,927.20","9,884.06","9,968.41","9,859.53",157.25M,0.69%
2005-03-07,"9,886.09","9,929.68","9,937.55","9,882.38",111.11M,-0.41%
2005-03-08,"9,903.34","9,877.80","9,910.46","9,864.30",157.68M,0.17%
2005-03-09,"9,795.14","9,905.07","9,905.21","9,795.14",191.99M,-1.09%
2005-03-10,"9,675.57","9,777.68","9,795.14","9,670.85",149.36M,-1.22%
2005-03-11,"9,691.44","9,690.87","9,739.48","9,675.57",120.89M,0.16%
2005-03-14,"9,715.36","9,690.51","9,721.27","9,668.43",89.60M,0.25%
2005-03-15,"9,709.27","9,742.81","9,767.82","9,709.27",123.53M,-0.06%
2005-03-16,"9,712.55","9,754.83","9,759.74","9,705.93",117.27M,0.03%
2005-03-17,"9,778.20","9,746.68","9,792.64","9,712.55",114.78M,0.68%
2005-03-18,"9,754.69","9,784.80","9,816.14","9,752.48",208.23M,-0.24%
2005-03-21,"9,693.55","9,752.35","9,775.27","9,693.55",105.28M,-0.63%
2005-03-22,"9,647.22","9,696.91","9,726.97","9,647.22",110.74M,-0.48%
2005-03-23,"9,549.67","9,599.47","9,647.22","9,547.41",123.37M,-1.01%
2005-03-24,"9,533.10","9,569.21","9,593.94","9,524.92",121.63M,-0.17%
2005-03-28,"9,482.37","9,537.51","9,538.51","9,477.57",78.95M,-0.53%
2005-03-29,"9,395.42","9,460.50","9,513.52","9,390.49",121.97M,-0.92%
2005-03-30,"9,484.26","9,412.43","9,484.77","9,393.62",126.55M,0.95%
2005-03-31,"9,612.38","9,568.28","9,623.98","9,484.26",156.64M,1.35%
2005-04-01,"9,638.63","9,675.32","9,679.04","9,612.38",133.54M,0.27%
2005-04-04,"9,630.90","9,633.09","9,656.94","9,624.09",101.74M,-0.08%
2005-04-05,"9,619.07","9,633.33","9,654.84","9,608.34",98.60M,-0.12%
2005-04-06,"9,673.01","9,604.98","9,673.25","9,597.85",122.97M,0.56%
2005-04-07,"9,625.35","9,656.67","9,701.44","9,623.73",145.80M,-0.49%
2005-04-08,"9,623.72","9,637.66","9,661.37","9,615.64",86.22M,-0.02%
2005-04-11,"9,643.72","9,649.08","9,648.56","9,621.70",84.07M,0.21%
2005-04-12,"9,629.02","9,662.34","9,683.24","9,579.08",110.47M,-0.15%
2005-04-13,"9,492.12","9,633.82","9,634.23","9,492.12",137.71M,-1.42%
2005-04-14,"9,409.61","9,523.10","9,539.34","9,396.93",128.77M,-0.87%
2005-04-15,"9,277.12","9,415.96","9,413.66","9,275.23",115.27M,-1.41%
2005-04-18,"9,330.99","9,243.68","9,343.57","9,246.28",104.96M,0.58%
2005-04-19,"9,415.70","9,395.92","9,432.83","9,330.99",146.85M,0.91%
2005-04-20,"9,378.11","9,443.41","9,471.58","9,357.22",111.77M,-0.40%
2005-04-21,"9,405.78","9,383.19","9,405.78","9,349.39",107.22M,0.30%
2005-04-22,"9,367.49","9,394.60","9,426.22","9,349.11",86.13M,-0.41%
2005-04-25,"9,416.13","9,391.06","9,447.85","9,367.49",78.98M,0.52%
2005-04-26,"9,427.65","9,409.53","9,464.42","9,405.56",120.87M,0.12%
2005-04-27,"9,323.52","9,392.61","9,427.65","9,321.61",116.95M,-1.10%
2005-04-28,"9,275.10","9,326.31","9,328.97","9,268.53",123.16M,-0.52%
2005-04-29,"9,369.30","9,345.68","9,369.30","9,275.10",115.20M,1.02%
2005-05-02,"9,430.21","9,349.07","9,433.06","9,347.85",106.99M,0.65%
2005-05-03,"9,370.97","9,407.55","9,430.21","9,367.57",133.49M,-0.63%
2005-05-04,"9,473.29","9,403.23","9,473.71","9,370.97",115.69M,1.09%
2005-05-05,"9,476.27","9,483.65","9,525.42","9,473.29",134.71M,0.03%
2005-05-06,"9,522.74","9,536.17","9,553.69","9,476.27",110.02M,0.49%
2005-05-09,"9,561.20","9,548.05","9,561.20","9,507.18",96.55M,0.40%
2005-05-10,"9,493.59","9,570.26","9,567.74","9,472.05",162.18M,-0.71%
2005-05-11,"9,446.42","9,520.58","9,518.85","9,436.76",140.70M,-0.50%
2005-05-12,"9,331.71","9,446.46","9,450.92","9,297.30",117.36M,-1.21%
2005-05-13,"9,278.45","9,341.06","9,358.22","9,269.49",118.82M,-0.57%
2005-05-16,"9,323.28","9,304.76","9,330.67","9,261.45",107.72M,0.48%
2005-05-17,"9,371.40","9,326.38","9,371.77","9,309.96",110.75M,0.52%
2005-05-18,"9,407.84","9,398.43","9,451.69","9,371.40",122.33M,0.39%
2005-05-19,"9,469.78","9,440.83","9,479.88","9,407.84",102.10M,0.66%
2005-05-20,"9,452.19","9,482.32","9,480.65","9,426.96",72.04M,-0.19%
2005-05-24,"9,518.35","9,506.45","9,537.78","9,452.19",110.49M,0.70%
2005-05-25,"9,509.52","9,510.51","9,530.63","9,472.85",108.40M,-0.09%
