Date,Price,Open,High,Low,Vol.,Change %
1996-08-06,"5,024.26","5,022.41","5,024.29","5,010.40",,0.17%
1996-08-07,"5,031.75","5,030.52","5,031.75","5,021.80",,0.15%
1996-08-08,"5,041.71","5,028.76","5,041.71","5,026.35",,0.20%
1996-08-09,"5,046.27","5,045.05","5,053.72","5,043.77",,0.09%
1996-08-12,"5,064.16","5,042.04","5,064.16","5,041.40",,0.35%
1996-08-13,"5,048.24","5,061.36","5,067.13","5,045.25",,-0.31%
1996-08-14,"5,048.82","5,045.37","5,049.83","5,029.78",,0.01%
1996-08-15,"5,073.07","5,050.19","5,074.71","5,050.19",,0.48%
1996-08-16,"5,089.18","5,075.80","5,092.06","5,075.80",,0.32%
1996-08-19,"5,117.57","5,093.36","5,117.94","5,092.23",,0.56%
1996-08-20,"5,150.89","5,126.04","5,150.89","5,122.60",,0.65%
1996-08-21,"5,167.08","5,145.62","5,167.10","5,145.62",,0.31%
1996-08-22,"5,182.10","5,168.89","5,182.10","5,162.21",,0.29%
1996-08-23,"5,193.00","5,179.51","5,193.16","5,179.51",,0.21%
1996-08-26,"5,186.70","5,193.41","5,200.67","5,185.71",,-0.12%
1996-08-27,"5,173.88","5,185.64","5,185.78","5,173.88",,-0.25%
1996-08-28,"5,184.09","5,180.01","5,185.56","5,178.02",,0.20%
1996-08-29,"5,162.83","5,184.79","5,184.79","5,162.32",,-0.41%
1996-08-30,"5,143.43","5,158.14","5,158.14","5,138.08",,-0.38%
1996-09-03,"5,151.89","5,120.02","5,152.40","5,120.02",,0.16%
1996-09-04,"5,163.77","5,154.16","5,163.77","5,152.31",,0.23%
1996-09-05,"5,136.25","5,162.89","5,167.94","5,136.10",,-0.53%
1996-09-06,"5,149.90","5,143.25","5,156.21","5,138.79",,0.27%
1996-09-09,"5,148.55","5,155.98","5,157.44","5,140.50",,-0.03%
1996-09-10,"5,147.12","5,147.98","5,150.28","5,142.75",,-0.03%
1996-09-11,"5,160.41","5,141.76","5,163.46","5,141.76",,0.26%
1996-09-12,"5,191.61","5,173.96","5,191.61","5,169.95",,0.60%
1996-09-13,"5,243.27","5,214.66","5,243.27","5,214.66",,1.00%
1996-09-16,"5,265.86","5,244.21","5,271.06","5,244.21",,0.43%
1996-09-17,"5,268.48","5,270.33","5,273.92","5,259.62",,0.05%
1996-09-18,"5,271.79","5,273.36","5,273.36","5,263.54",,0.06%
1996-09-19,"5,276.03","5,264.40","5,278.75","5,261.32",,0.08%
1996-09-20,"5,287.47","5,274.86","5,289.26","5,274.47",,0.22%
1996-09-23,"5,284.21","5,277.57","5,284.33","5,267.16",,-0.06%
1996-09-24,"5,299.66","5,290.62","5,299.73","5,287.68",,0.29%
1996-09-25,"5,322.57","5,313.73","5,322.57","5,307.87",,0.43%
1996-09-26,"5,304.62","5,324.96","5,326.88","5,304.14",,-0.34%
1996-09-27,"5,301.05","5,303.19","5,304.58","5,297.41",,-0.07%
1996-09-30,"5,291.07","5,296.48","5,304.58","5,291.07",,-0.19%
1996-10-01,"5,329.55","5,296.25","5,332.02","5,294.64",,0.73%
1996-10-02,"5,388.03","5,360.98","5,389.05","5,360.14",,1.10%
1996-10-03,"5,380.01","5,386.03","5,388.20","5,378.88",,-0.15%
1996-10-04,"5,415.71","5,394.51","5,415.71","5,394.51",,0.66%
1996-10-07,"5,441.52","5,419.14","5,441.52","5,419.14",,0.48%
1996-10-08,"5,436.54","5,442.57","5,454.89","5,435.05",,-0.09%
1996-10-09,"5,436.13","5,441.99","5,448.24","5,428.40",,-0.01%
1996-10-10,"5,433.64","5,430.29","5,441.27","5,428.61",,-0.05%
1996-10-11,"5,461.20","5,445.10","5,462.13","5,440.54",,0.51%
1996-10-15,"5,480.60","5,495.91","5,495.91","5,471.34",,0.36%
1996-10-16,"5,481.00","5,486.11","5,486.11","5,462.96",,0.01%
1996-10-17,"5,474.15","5,483.66","5,483.66","5,466.71",,-0.12%
1996-10-18,"5,492.60","5,475.01","5,494.57","5,469.96",,0.34%
1996-10-21,"5,518.08","5,497.75","5,518.30","5,497.75",,0.46%
1996-10-22,"5,532.99","5,525.06","5,550.67","5,525.06",,0.27%
1996-10-23,"5,576.18","5,524.16","5,576.18","5,523.53",,0.78%
1996-10-24,"5,558.86","5,567.73","5,574.62","5,554.63",,-0.31%
1996-10-25,"5,549.78","5,544.90","5,558.28","5,544.90",,-0.16%
1996-10-28,"5,553.36","5,560.30","5,574.58","5,552.41",,0.06%
1996-10-29,"5,565.08","5,562.26","5,565.08","5,538.76",,0.21%
1996-10-30,"5,590.81","5,566.10","5,598.35","5,566.10",,0.46%
1996-10-31,"5,598.82","5,590.01","5,601.88","5,588.58",,0.14%
1996-11-01,"5,591.31","5,606.00","5,606.00","5,579.34",,-0.13%
1996-11-04,"5,609.26","5,597.47","5,614.68","5,596.42",,0.32%
1996-11-05,"5,664.47","5,630.93","5,680.04","5,630.93",,0.98%
1996-11-06,"5,749.92","5,675.75","5,749.94","5,675.75",,1.51%
1996-11-07,"5,739.23","5,722.49","5,752.16","5,722.49",,-0.19%
1996-11-08,"5,758.75","5,740.20","5,759.11","5,738.39",,0.34%
1996-11-11,"5,802.42","5,758.29","5,802.42","5,758.29",,0.76%
1996-11-12,"5,806.97","5,808.83","5,808.83","5,793.90",,0.08%
1996-11-13,"5,799.01","5,805.40","5,816.40","5,789.43",,-0.14%
1996-11-14,"5,820.91","5,786.30","5,824.92","5,786.30",,0.38%
1996-11-15,"5,870.56","5,837.16","5,880.15","5,832.17",,0.85%
1996-11-18,"5,872.69","5,865.46","5,874.99","5,862.63",,0.04%
1996-11-19,"5,905.55","5,881.64","5,907.71","5,881.64",,0.56%
1996-11-20,"5,966.10","5,921.93","5,986.80","5,918.84",,1.03%
1996-11-21,"5,922.17","5,971.34","5,971.34","5,922.17",,-0.74%
1996-11-22,"5,917.80","5,930.38","5,940.66","5,900.21",,-0.07%
1996-11-25,"5,952.41","5,926.57","5,952.66","5,926.57",,0.58%
